,dataset,cv,sample,comp,label,ten_fold
311,bcp,1,3,12,0,4
312,bcp,1,3,13,0,4
313,bcp,1,3,14,0,4
314,bcp,1,3,15,0,4
315,bcp,1,3,16,0,4
316,bcp,1,3,17,0,4
317,bcp,1,3,18,0,4
318,bcp,1,3,19,0,4
319,bcp,1,3,20,0,4
320,bcp,1,3,21,0,4
321,bcp,1,3,22,1,4
322,bcp,1,3,23,1,4
323,bcp,1,3,24,1,4
324,bcp,1,3,25,0,4
325,bcp,1,3,26,1,4
326,bcp,1,3,27,1,4
327,bcp,1,3,28,1,4
328,bcp,1,3,29,1,4
329,bcp,1,3,30,1,4
330,bcp,1,3,31,1,4
331,bcp,1,3,32,1,4
332,bcp,1,3,33,1,4
333,bcp,1,3,34,1,4
334,bcp,1,3,35,1,4
335,bcp,1,3,36,1,4
336,bcp,1,3,37,0,4
337,bcp,1,3,38,0,4
338,bcp,1,3,39,0,4
339,bcp,1,3,40,0,4
340,bcp,1,3,41,0,4
341,bcp,1,3,42,1,4
342,bcp,1,3,43,1,4
343,bcp,1,3,44,1,4
344,bcp,1,3,45,1,4
345,bcp,1,3,46,1,4
346,bcp,1,3,47,1,4
347,bcp,1,3,48,0,4
348,bcp,1,3,49,0,4
349,bcp,1,3,50,1,4
350,bcp,1,3,51,0,4
351,bcp,1,3,52,0,4
352,bcp,1,3,53,1,4
353,bcp,1,3,54,1,4
354,bcp,1,3,55,0,4
355,bcp,1,3,56,1,4
356,bcp,1,3,57,0,4
357,bcp,1,3,58,0,4
358,bcp,1,3,59,1,4
359,bcp,1,3,60,0,4
360,bcp,1,3,61,0,4
361,bcp,1,3,62,0,4
362,bcp,1,3,63,0,4
363,bcp,1,3,64,0,4
364,bcp,1,3,65,0,4
365,bcp,1,3,66,0,4
366,bcp,1,3,67,0,4
367,bcp,1,3,68,0,4
368,bcp,1,3,69,0,4
369,bcp,1,3,70,0,4
370,bcp,1,3,71,0,4
371,bcp,1,3,72,0,4
372,bcp,1,3,73,0,4
373,bcp,1,3,74,0,4
374,bcp,1,3,75,0,4
375,bcp,1,3,76,0,4
376,bcp,1,3,77,0,4
377,bcp,1,3,78,0,4
378,bcp,1,3,79,0,4
379,bcp,1,3,80,0,4
380,bcp,1,3,81,0,4
381,bcp,1,3,82,0,4
382,bcp,1,3,83,0,4
383,bcp,1,3,84,0,4
384,bcp,1,3,85,0,4
385,bcp,1,3,86,0,4
386,bcp,1,3,87,0,4
387,bcp,1,3,88,0,4
388,bcp,1,3,89,0,4
389,bcp,1,3,90,0,4
390,bcp,1,3,91,0,4
391,bcp,1,3,92,0,4
392,bcp,1,3,93,0,4
393,bcp,1,3,94,0,4
394,bcp,1,3,95,0,4
395,bcp,1,3,96,0,4
396,bcp,1,3,97,0,4
397,bcp,1,3,98,0,4
398,bcp,1,3,99,0,4
399,bcp,1,3,100,0,4
400,bcp,1,3,101,0,4
401,bcp,1,3,102,0,4
402,bcp,1,3,103,0,4
403,bcp,1,3,104,0,4
404,bcp,1,3,105,0,4
405,bcp,1,3,106,0,4
406,bcp,1,3,107,0,4
407,bcp,1,3,108,0,4
408,bcp,1,3,109,0,4
409,bcp,1,3,110,0,4
410,bcp,1,3,111,0,4
411,bcp,1,3,112,0,4
412,bcp,1,3,113,0,4
413,bcp,1,3,114,0,4
414,bcp,1,3,115,0,4
415,bcp,1,3,116,0,4
416,bcp,1,3,117,0,4
417,bcp,1,3,118,0,4
418,bcp,1,3,119,0,4
419,bcp,1,3,120,0,4
420,bcp,1,3,121,0,4
421,bcp,1,3,122,0,4
422,bcp,1,3,123,0,4
423,bcp,1,3,124,0,4
424,bcp,1,3,125,0,4
425,bcp,1,3,126,0,4
426,bcp,1,3,127,0,4
427,bcp,1,3,128,0,4
428,bcp,1,3,129,0,4
429,bcp,1,3,130,0,4
430,bcp,1,3,131,0,4
431,bcp,1,3,132,0,4
432,bcp,1,3,133,0,4
433,bcp,1,3,134,0,4
434,bcp,1,3,135,0,4
435,bcp,1,3,136,0,4
436,bcp,1,3,137,0,4
437,bcp,1,3,138,0,4
438,bcp,1,3,139,0,4
439,bcp,1,3,140,0,4
440,bcp,1,3,141,0,4
441,bcp,1,3,142,0,4
442,bcp,1,3,143,0,4
443,bcp,1,3,144,0,4
444,bcp,1,3,145,0,4
445,bcp,1,3,146,0,4
446,bcp,1,3,147,0,4
447,bcp,1,3,148,0,4
448,bcp,1,3,149,0,4
449,bcp,1,3,150,0,4
450,bcp,1,4,1,0,10
451,bcp,1,4,2,0,10
452,bcp,1,4,3,0,10
453,bcp,1,4,4,0,10
454,bcp,1,4,5,0,10
455,bcp,1,4,6,0,10
456,bcp,1,4,7,0,10
457,bcp,1,4,8,0,10
458,bcp,1,4,9,0,10
459,bcp,1,4,10,0,10
460,bcp,1,4,11,0,10
461,bcp,1,4,12,0,10
462,bcp,1,4,13,0,10
463,bcp,1,4,14,0,10
464,bcp,1,4,15,0,10
465,bcp,1,4,16,0,10
466,bcp,1,4,17,0,10
467,bcp,1,4,18,0,10
468,bcp,1,4,19,0,10
469,bcp,1,4,20,0,10
470,bcp,1,4,21,0,10
471,bcp,1,4,22,0,10
472,bcp,1,4,23,1,10
473,bcp,1,4,24,1,10
474,bcp,1,4,25,1,10
475,bcp,1,4,26,1,10
476,bcp,1,4,27,0,10
477,bcp,1,4,28,1,10
478,bcp,1,4,29,0,10
479,bcp,1,4,30,0,10
480,bcp,1,4,31,1,10
481,bcp,1,4,32,1,10
482,bcp,1,4,33,1,10
483,bcp,1,4,34,1,10
484,bcp,1,4,35,1,10
485,bcp,1,4,36,1,10
486,bcp,1,4,37,0,10
487,bcp,1,4,38,1,10
488,bcp,1,4,39,0,10
489,bcp,1,4,40,1,10
490,bcp,1,4,41,0,10
491,bcp,1,4,42,0,10
492,bcp,1,4,43,0,10
493,bcp,1,4,44,0,10
494,bcp,1,4,45,1,10
495,bcp,1,4,46,0,10
496,bcp,1,4,47,1,10
497,bcp,1,4,48,1,10
498,bcp,1,4,49,1,10
499,bcp,1,4,50,1,10
500,bcp,1,4,51,0,10
501,bcp,1,4,52,1,10
502,bcp,1,4,53,0,10
503,bcp,1,4,54,0,10
504,bcp,1,4,55,0,10
505,bcp,1,4,56,0,10
506,bcp,1,4,57,0,10
507,bcp,1,4,58,1,10
508,bcp,1,4,59,0,10
509,bcp,1,4,60,0,10
510,bcp,1,4,61,0,10
511,bcp,1,4,62,0,10
512,bcp,1,4,63,0,10
513,bcp,1,4,64,0,10
514,bcp,1,4,65,0,10
515,bcp,1,4,66,0,10
516,bcp,1,4,67,0,10
517,bcp,1,4,68,0,10
518,bcp,1,4,69,0,10
519,bcp,1,4,70,0,10
520,bcp,1,4,71,0,10
521,bcp,1,4,72,0,10
522,bcp,1,4,73,0,10
523,bcp,1,4,74,0,10
524,bcp,1,4,75,0,10
525,bcp,1,4,76,0,10
526,bcp,1,4,77,0,10
527,bcp,1,4,78,0,10
528,bcp,1,4,79,0,10
529,bcp,1,4,80,0,10
530,bcp,1,4,81,0,10
531,bcp,1,4,82,0,10
532,bcp,1,4,83,0,10
533,bcp,1,4,84,0,10
534,bcp,1,4,85,0,10
535,bcp,1,4,86,0,10
536,bcp,1,4,87,0,10
537,bcp,1,4,88,0,10
538,bcp,1,4,89,0,10
539,bcp,1,4,90,0,10
540,bcp,1,4,91,0,10
541,bcp,1,4,92,0,10
542,bcp,1,4,93,0,10
543,bcp,1,4,94,0,10
544,bcp,1,4,95,0,10
545,bcp,1,4,96,0,10
546,bcp,1,4,97,0,10
547,bcp,1,4,98,0,10
548,bcp,1,4,99,0,10
549,bcp,1,4,100,0,10
550,bcp,1,4,101,0,10
551,bcp,1,4,102,0,10
552,bcp,1,4,103,0,10
553,bcp,1,4,104,0,10
554,bcp,1,4,105,0,10
555,bcp,1,4,106,0,10
556,bcp,1,4,107,0,10
557,bcp,1,4,108,0,10
558,bcp,1,4,109,0,10
559,bcp,1,4,110,0,10
560,bcp,1,4,111,0,10
561,bcp,1,4,112,0,10
562,bcp,1,4,113,0,10
563,bcp,1,4,114,0,10
564,bcp,1,4,115,0,10
565,bcp,1,4,116,0,10
566,bcp,1,4,117,0,10
567,bcp,1,4,118,0,10
568,bcp,1,4,119,0,10
569,bcp,1,4,120,0,10
570,bcp,1,4,121,0,10
571,bcp,1,4,122,0,10
572,bcp,1,4,123,0,10
573,bcp,1,4,124,0,10
574,bcp,1,4,125,0,10
575,bcp,1,4,126,0,10
576,bcp,1,4,127,0,10
577,bcp,1,4,128,0,10
578,bcp,1,4,129,0,10
579,bcp,1,4,130,0,10
580,bcp,1,4,131,0,10
581,bcp,1,4,132,0,10
582,bcp,1,4,133,0,10
583,bcp,1,4,134,0,10
584,bcp,1,4,135,0,10
585,bcp,1,4,136,0,10
586,bcp,1,4,137,0,10
587,bcp,1,4,138,0,10
588,bcp,1,4,139,0,10
589,bcp,1,4,140,0,10
590,bcp,1,4,141,0,10
591,bcp,1,4,142,0,10
592,bcp,1,4,143,0,10
593,bcp,1,4,144,0,10
594,bcp,1,4,145,0,10
595,bcp,1,4,146,0,10
596,bcp,1,4,147,0,10
597,bcp,1,4,148,0,10
598,bcp,1,4,149,0,10
599,bcp,1,4,150,0,10
600,bcp,1,5,1,0,2
601,bcp,1,5,2,0,2
602,bcp,1,5,3,0,2
603,bcp,1,5,4,0,2
604,bcp,1,5,5,0,2
605,bcp,1,5,6,0,2
606,bcp,1,5,7,0,2
607,bcp,1,5,8,0,2
608,bcp,1,5,9,0,2
609,bcp,1,5,10,0,2
610,bcp,1,5,11,0,2
611,bcp,1,5,12,0,2
612,bcp,1,5,13,0,2
613,bcp,1,5,14,0,2
614,bcp,1,5,15,0,2
615,bcp,1,5,16,1,2
616,bcp,1,5,17,1,2
617,bcp,1,5,18,1,2
618,bcp,1,5,19,1,2
619,bcp,1,5,20,0,2
620,bcp,1,5,21,0,2
621,bcp,1,5,22,1,2
622,bcp,1,5,23,1,2
623,bcp,1,5,24,0,2
624,bcp,1,5,25,1,2
625,bcp,1,5,26,0,2
626,bcp,1,5,27,0,2
627,bcp,1,5,28,1,2
628,bcp,1,5,29,0,2
629,bcp,1,5,30,1,2
630,bcp,1,5,31,0,2
631,bcp,1,5,32,0,2
632,bcp,1,5,33,1,2
633,bcp,1,5,34,0,2
634,bcp,1,5,35,0,2
635,bcp,1,5,36,1,2
636,bcp,1,5,37,1,2
637,bcp,1,5,38,0,2
638,bcp,1,5,39,0,2
639,bcp,1,5,40,1,2
640,bcp,1,5,41,0,2
641,bcp,1,5,42,1,2
642,bcp,1,5,43,0,2
643,bcp,1,5,44,1,2
644,bcp,1,5,45,1,2
645,bcp,1,5,46,1,2
646,bcp,1,5,47,1,2
647,bcp,1,5,48,1,2
648,bcp,1,5,49,1,2
649,bcp,1,5,50,1,2
650,bcp,1,5,51,1,2
651,bcp,1,5,52,1,2
652,bcp,1,5,53,1,2
653,bcp,1,5,54,1,2
654,bcp,1,5,55,1,2
655,bcp,1,5,56,1,2
656,bcp,1,5,57,1,2
657,bcp,1,5,58,0,2
658,bcp,1,5,59,1,2
659,bcp,1,5,60,0,2
660,bcp,1,5,61,1,2
661,bcp,1,5,62,1,2
662,bcp,1,5,63,0,2
663,bcp,1,5,64,1,2
664,bcp,1,5,65,0,2
665,bcp,1,5,66,0,2
666,bcp,1,5,67,0,2
667,bcp,1,5,68,0,2
668,bcp,1,5,69,1,2
669,bcp,1,5,70,0,2
670,bcp,1,5,71,0,2
671,bcp,1,5,72,1,2
672,bcp,1,5,73,0,2
673,bcp,1,5,74,0,2
674,bcp,1,5,75,0,2
675,bcp,1,5,76,1,2
676,bcp,1,5,77,0,2
677,bcp,1,5,78,0,2
678,bcp,1,5,79,1,2
679,bcp,1,5,80,1,2
680,bcp,1,5,81,0,2
681,bcp,1,5,82,0,2
682,bcp,1,5,83,0,2
683,bcp,1,5,84,0,2
684,bcp,1,5,85,0,2
685,bcp,1,5,86,0,2
686,bcp,1,5,87,0,2
687,bcp,1,5,88,0,2
688,bcp,1,5,89,0,2
689,bcp,1,5,90,0,2
690,bcp,1,5,91,0,2
691,bcp,1,5,92,0,2
692,bcp,1,5,93,0,2
693,bcp,1,5,94,0,2
694,bcp,1,5,95,0,2
695,bcp,1,5,96,0,2
696,bcp,1,5,97,0,2
697,bcp,1,5,98,0,2
698,bcp,1,5,99,0,2
699,bcp,1,5,100,0,2
700,bcp,1,5,101,0,2
701,bcp,1,5,102,0,2
702,bcp,1,5,103,0,2
703,bcp,1,5,104,0,2
704,bcp,1,5,105,0,2
705,bcp,1,5,106,0,2
706,bcp,1,5,107,0,2
707,bcp,1,5,108,0,2
708,bcp,1,5,109,0,2
709,bcp,1,5,110,0,2
710,bcp,1,5,111,0,2
711,bcp,1,5,112,0,2
712,bcp,1,5,113,0,2
713,bcp,1,5,114,0,2
714,bcp,1,5,115,0,2
715,bcp,1,5,116,0,2
716,bcp,1,5,117,0,2
717,bcp,1,5,118,0,2
718,bcp,1,5,119,0,2
719,bcp,1,5,120,0,2
720,bcp,1,5,121,0,2
721,bcp,1,5,122,0,2
722,bcp,1,5,123,0,2
723,bcp,1,5,124,0,2
724,bcp,1,5,125,0,2
725,bcp,1,5,126,0,2
726,bcp,1,5,127,0,2
727,bcp,1,5,128,0,2
728,bcp,1,5,129,0,2
729,bcp,1,5,130,0,2
730,bcp,1,5,131,0,2
731,bcp,1,5,132,0,2
732,bcp,1,5,133,0,2
733,bcp,1,5,134,0,2
734,bcp,1,5,135,0,2
735,bcp,1,5,136,0,2
736,bcp,1,5,137,0,2
737,bcp,1,5,138,0,2
738,bcp,1,5,139,0,2
739,bcp,1,5,140,0,2
740,bcp,1,5,141,0,2
741,bcp,1,5,142,0,2
742,bcp,1,5,143,0,2
743,bcp,1,5,144,0,2
744,bcp,1,5,145,0,2
745,bcp,1,5,146,0,2
746,bcp,1,5,147,0,2
747,bcp,1,5,148,0,2
748,bcp,1,5,149,0,2
749,bcp,1,5,150,0,2
750,bcp,1,6,1,0,5
751,bcp,1,6,2,0,5
752,bcp,1,6,3,0,5
753,bcp,1,6,4,0,5
754,bcp,1,6,5,0,5
755,bcp,1,6,6,0,5
756,bcp,1,6,7,0,5
757,bcp,1,6,8,0,5
758,bcp,1,6,9,0,5
759,bcp,1,6,10,0,5
760,bcp,1,6,11,0,5
761,bcp,1,6,12,0,5
762,bcp,1,6,13,0,5
763,bcp,1,6,14,0,5
764,bcp,1,6,15,0,5
765,bcp,1,6,16,0,5
766,bcp,1,6,17,0,5
767,bcp,1,6,18,1,5
768,bcp,1,6,19,0,5
769,bcp,1,6,20,1,5
770,bcp,1,6,21,0,5
771,bcp,1,6,22,1,5
772,bcp,1,6,23,1,5
773,bcp,1,6,24,0,5
774,bcp,1,6,25,1,5
775,bcp,1,6,26,0,5
776,bcp,1,6,27,1,5
777,bcp,1,6,28,0,5
778,bcp,1,6,29,0,5
779,bcp,1,6,30,0,5
780,bcp,1,6,31,1,5
781,bcp,1,6,32,1,5
782,bcp,1,6,33,1,5
783,bcp,1,6,34,1,5
784,bcp,1,6,35,1,5
785,bcp,1,6,36,0,5
786,bcp,1,6,37,1,5
787,bcp,1,6,38,1,5
788,bcp,1,6,39,1,5
789,bcp,1,6,40,1,5
790,bcp,1,6,41,1,5
791,bcp,1,6,42,0,5
792,bcp,1,6,43,0,5
793,bcp,1,6,44,1,5
794,bcp,1,6,45,1,5
795,bcp,1,6,46,0,5
796,bcp,1,6,47,1,5
797,bcp,1,6,48,1,5
798,bcp,1,6,49,1,5
799,bcp,1,6,50,1,5
800,bcp,1,6,51,0,5
801,bcp,1,6,52,0,5
802,bcp,1,6,53,0,5
803,bcp,1,6,54,1,5
804,bcp,1,6,55,0,5
805,bcp,1,6,56,0,5
806,bcp,1,6,57,0,5
807,bcp,1,6,58,1,5
808,bcp,1,6,59,1,5
809,bcp,1,6,60,1,5
810,bcp,1,6,61,1,5
811,bcp,1,6,62,0,5
812,bcp,1,6,63,0,5
813,bcp,1,6,64,1,5
814,bcp,1,6,65,1,5
815,bcp,1,6,66,1,5
816,bcp,1,6,67,0,5
817,bcp,1,6,68,0,5
818,bcp,1,6,69,1,5
819,bcp,1,6,70,0,5
820,bcp,1,6,71,0,5
821,bcp,1,6,72,0,5
822,bcp,1,6,73,1,5
823,bcp,1,6,74,0,5
824,bcp,1,6,75,1,5
825,bcp,1,6,76,1,5
826,bcp,1,6,77,1,5
827,bcp,1,6,78,1,5
828,bcp,1,6,79,0,5
829,bcp,1,6,80,0,5
830,bcp,1,6,81,0,5
831,bcp,1,6,82,1,5
832,bcp,1,6,83,0,5
833,bcp,1,6,84,1,5
834,bcp,1,6,85,1,5
835,bcp,1,6,86,1,5
836,bcp,1,6,87,0,5
837,bcp,1,6,88,0,5
838,bcp,1,6,89,0,5
839,bcp,1,6,90,0,5
840,bcp,1,6,91,0,5
841,bcp,1,6,92,0,5
842,bcp,1,6,93,0,5
843,bcp,1,6,94,0,5
844,bcp,1,6,95,0,5
845,bcp,1,6,96,0,5
846,bcp,1,6,97,1,5
847,bcp,1,6,98,0,5
848,bcp,1,6,99,0,5
849,bcp,1,6,100,0,5
850,bcp,1,6,101,0,5
851,bcp,1,6,102,0,5
852,bcp,1,6,103,0,5
853,bcp,1,6,104,0,5
854,bcp,1,6,105,0,5
855,bcp,1,6,106,0,5
856,bcp,1,6,107,0,5
857,bcp,1,6,108,0,5
858,bcp,1,6,109,0,5
859,bcp,1,6,110,0,5
860,bcp,1,6,111,0,5
861,bcp,1,6,112,0,5
862,bcp,1,6,113,0,5
863,bcp,1,6,114,0,5
864,bcp,1,6,115,0,5
865,bcp,1,6,116,0,5
866,bcp,1,6,117,0,5
867,bcp,1,6,118,0,5
868,bcp,1,6,119,0,5
869,bcp,1,6,120,0,5
870,bcp,1,6,121,0,5
871,bcp,1,6,122,0,5
